"gene_id"	"bp_length"	"symbol"
"52711"	"ENSG00000273136.6"	6032	c("NBPF26", "LOC101929796")
"52712"	"ENSG00000273137.1"	640	NA
"52713"	"ENSG00000273138.1"	355	NA
"52714"	"ENSG00000273139.1"	465	NA
"52715"	"ENSG00000273141.1"	512	NA
"52716"	"ENSG00000273142.1"	3441	NA
"52717"	"ENSG00000273143.1"	628	NA
"52718"	"ENSG00000273145.1"	1207	NA
"52719"	"ENSG00000273148.1"	1539	NA
"52720"	"ENSG00000273149.1"	588	NA
"52721"	"ENSG00000273151.1"	6758	NA
"52722"	"ENSG00000273153.1"	250	NA
"52723"	"ENSG00000273154.3"	3190	ZGPAT
"52724"	"ENSG00000273155.1"	669	NA
"52725"	"ENSG00000273156.1"	665	NA
"52726"	"ENSG00000273160.1"	303	NA
"52727"	"ENSG00000273162.1"	977	NA
"52728"	"ENSG00000273164.1"	495	NA
"52729"	"ENSG00000273165.1"	448	NA
"52730"	"ENSG00000273167.1"	4157	SPATA13
"52731"	"ENSG00000273171.1"	851	NA
"52732"	"ENSG00000273172.1"	1185	NA
"52733"	"ENSG00000273173.5"	1175	SNURF
"52734"	"ENSG00000273174.1"	565	NA
"52735"	"ENSG00000273175.1"	535	NA
"52736"	"ENSG00000273176.1"	385	NA
"52737"	"ENSG00000273177.1"	430	NA
"52738"	"ENSG00000273179.1"	397	NA
"52739"	"ENSG00000273180.1"	554	NA
"52740"	"ENSG00000273181.1"	620	NA
"52741"	"ENSG00000273183.1"	679	NA
"52742"	"ENSG00000273184.1"	707	NA
"52743"	"ENSG00000273186.1"	409	NA
"52744"	"ENSG00000273188.1"	679	NA
"52745"	"ENSG00000273189.1"	1421	NA
"52746"	"ENSG00000273192.1"	2349	NA
"52747"	"ENSG00000273196.1"	73	NA
"52748"	"ENSG00000273198.1"	532	NA
"52749"	"ENSG00000273199.1"	879	NA
"52750"	"ENSG00000273203.1"	2855	NA
"52751"	"ENSG00000273204.1"	429	NA
"52752"	"ENSG00000273209.1"	768	NA
"52753"	"ENSG00000273210.1"	456	NA
"52754"	"ENSG00000273211.1"	479	NA
"52755"	"ENSG00000273212.1"	460	NA
"52756"	"ENSG00000273213.1"	700	NA
"52757"	"ENSG00000273214.1"	691	NA
"52758"	"ENSG00000273216.1"	477	NA
"52759"	"ENSG00000273217.1"	6393	RAPGEF6
"52760"	"ENSG00000273218.1"	1769	NA
"52761"	"ENSG00000273219.1"	305	NA
"52762"	"ENSG00000273221.1"	647	NA
"52763"	"ENSG00000273225.4"	544	NA
"52764"	"ENSG00000273226.1"	546	NA
"52765"	"ENSG00000273228.1"	315	NA
"52766"	"ENSG00000273230.1"	3026	NA
"52767"	"ENSG00000273232.1"	533	NA
"52768"	"ENSG00000273233.1"	426	NA
"52769"	"ENSG00000273234.1"	930	NA
"52770"	"ENSG00000273237.1"	1413	NA
"52771"	"ENSG00000273238.1"	533	NA
"52772"	"ENSG00000273240.1"	598	NA
"52773"	"ENSG00000273243.1"	473	NA
"52774"	"ENSG00000273244.1"	875	NA
"52775"	"ENSG00000273245.1"	531	NA
"52776"	"ENSG00000273247.5"	7954	NA
"52777"	"ENSG00000273248.1"	354	NA
"52778"	"ENSG00000273249.1"	974	NA
"52779"	"ENSG00000273252.1"	375	NA
"52780"	"ENSG00000273253.2"	1001	NA
"52781"	"ENSG00000273254.1"	636	NA
"52782"	"ENSG00000273255.1"	546	NA
"52783"	"ENSG00000273257.1"	323	NA
"52784"	"ENSG00000273258.1"	358	NA
"52785"	"ENSG00000273259.2"	3067	SERPINA3
"52786"	"ENSG00000273261.1"	699	NA
"52787"	"ENSG00000273262.1"	521	NA
"52788"	"ENSG00000273264.1"	366	NA
"52789"	"ENSG00000273265.1"	415	NA
"52790"	"ENSG00000273267.1"	462	NA
"52791"	"ENSG00000273269.1"	983	NA
"52792"	"ENSG00000273270.1"	7054	NA
"52793"	"ENSG00000273271.1"	520	NA
"52794"	"ENSG00000273272.1"	362	NA
"52795"	"ENSG00000273274.1"	12834	ZBTB8B
"52796"	"ENSG00000273275.1"	700	NA
"52797"	"ENSG00000273284.1"	1003	NA
"52798"	"ENSG00000273287.2"	1313	NA
"52799"	"ENSG00000273289.1"	468	NA
"52800"	"ENSG00000273291.5"	1654	NA
"52801"	"ENSG00000273293.1"	222	NA
"52802"	"ENSG00000273294.1"	3424	C1QTNF3-AMACR
"52803"	"ENSG00000273295.1"	5637	NA
"52804"	"ENSG00000273297.1"	1205	NA
"52805"	"ENSG00000273299.1"	371	NA
"52806"	"ENSG00000273300.1"	427	NA
"52807"	"ENSG00000273301.1"	5141	NA
"52808"	"ENSG00000273302.1"	791	NA
"52809"	"ENSG00000273305.1"	501	NA
"52810"	"ENSG00000273306.1"	626	NA
"52811"	"ENSG00000273308.1"	349	NA
"52812"	"ENSG00000273311.1"	2214	DGCR11
"52813"	"ENSG00000273312.2"	3634	NA
"52814"	"ENSG00000273313.1"	514	RBAKDN
"52815"	"ENSG00000273314.1"	2198	NA
"52816"	"ENSG00000273319.1"	3198	NA
"52817"	"ENSG00000273320.1"	847	NA
"52818"	"ENSG00000273321.1"	562	NA
"52819"	"ENSG00000273325.1"	449	NA
"52820"	"ENSG00000273327.1"	925	NA
"52821"	"ENSG00000273328.5"	3933	NA
"52822"	"ENSG00000273329.1"	7083	NA
"52823"	"ENSG00000273330.1"	186	NA
"52824"	"ENSG00000273331.1"	964	TM4SF19
"52825"	"ENSG00000273333.2"	662	NA
"52826"	"ENSG00000273335.1"	586	NA
"52827"	"ENSG00000273336.1"	533	NA
"52828"	"ENSG00000273338.1"	209	NA
"52829"	"ENSG00000273340.1"	1157	NA
"52830"	"ENSG00000273341.1"	733	NA
"52831"	"ENSG00000273342.1"	441	NA
"52832"	"ENSG00000273343.1"	631	NA
"52833"	"ENSG00000273344.1"	2256	PAXIP1-AS1
"52834"	"ENSG00000273345.5"	1745	NA
"52835"	"ENSG00000273348.1"	407	NA
"52836"	"ENSG00000273350.1"	401	NA
"52837"	"ENSG00000273352.1"	751	NA
"52838"	"ENSG00000273353.1"	321	NA
"52839"	"ENSG00000273355.1"	483	NA
"52840"	"ENSG00000273356.1"	2060	NA
"52841"	"ENSG00000273360.1"	559	NA
"52842"	"ENSG00000273361.1"	477	NA
"52843"	"ENSG00000273362.1"	661	NA
"52844"	"ENSG00000273363.1"	542	NA
"52845"	"ENSG00000273365.1"	729	NA
"52846"	"ENSG00000273366.1"	659	NA
"52847"	"ENSG00000273367.1"	626	NA
"52848"	"ENSG00000273368.1"	513	NA
"52849"	"ENSG00000273369.1"	441	NA
"52850"	"ENSG00000273370.1"	535	NA
"52851"	"ENSG00000273372.1"	5001	NA
"52852"	"ENSG00000273373.1"	2850	NA
"52853"	"ENSG00000273374.1"	3360	NA
"52854"	"ENSG00000273375.1"	670	NA
"52855"	"ENSG00000273377.1"	916	NA
"52856"	"ENSG00000273381.1"	4125	NA
"52857"	"ENSG00000273382.1"	2888	NA
"52858"	"ENSG00000273384.1"	577	NA
"52859"	"ENSG00000273387.1"	1410	NA
"52860"	"ENSG00000273388.1"	523	NA
"52861"	"ENSG00000273389.1"	440	NA
"52862"	"ENSG00000273391.1"	535	NA
"52863"	"ENSG00000273394.1"	566	NA
"52864"	"ENSG00000273396.1"	527	LINC01396
"52865"	"ENSG00000273398.6"	2306	NA
"52866"	"ENSG00000273399.2"	561	NA
"52867"	"ENSG00000273402.1"	625	NA
"52868"	"ENSG00000273403.1"	526	NA
"52869"	"ENSG00000273406.1"	476	NA
"52870"	"ENSG00000273407.1"	350	NA
"52871"	"ENSG00000273408.1"	904	NA
"52872"	"ENSG00000273409.2"	742	LOC101929497
"52873"	"ENSG00000273413.1"	465	NA
"52874"	"ENSG00000273415.1"	951	NA
"52875"	"ENSG00000273416.1"	430	NA
"52876"	"ENSG00000273419.1"	4093	NA
"52877"	"ENSG00000273420.1"	511	NA
"52878"	"ENSG00000273423.1"	1264	NA
"52879"	"ENSG00000273424.1"	442	NA
"52880"	"ENSG00000273428.3"	704	NA
"52881"	"ENSG00000273432.1"	2076	NA
"52882"	"ENSG00000273433.1"	919	NA
"52883"	"ENSG00000273434.1"	188	NA
"52884"	"ENSG00000273437.1"	335	NA
"52885"	"ENSG00000273442.1"	756	NA
"52886"	"ENSG00000273443.1"	829	NA
"52887"	"ENSG00000273444.1"	167	NA
"52888"	"ENSG00000273445.1"	540	NA
"52889"	"ENSG00000273447.1"	700	NA
"52890"	"ENSG00000273448.1"	1337	NA
"52891"	"ENSG00000273449.1"	927	NA
"52892"	"ENSG00000273450.1"	421	NA
"52893"	"ENSG00000273451.1"	1006	NA
"52894"	"ENSG00000273454.1"	552	NA
"52895"	"ENSG00000273455.1"	439	NA
"52896"	"ENSG00000273456.1"	673	NA
"52897"	"ENSG00000273461.5"	496	NA
"52898"	"ENSG00000273464.1"	426	NA
"52899"	"ENSG00000273466.1"	759	NA
"52900"	"ENSG00000273471.1"	1528	NA
"52901"	"ENSG00000273472.1"	1394	NA
"52902"	"ENSG00000273473.1"	572	NA
"52903"	"ENSG00000273474.1"	345	NA
"52904"	"ENSG00000273476.1"	448	NA
"52905"	"ENSG00000273478.1"	657	NA
"52906"	"ENSG00000273481.1"	481	NA
"52907"	"ENSG00000273483.1"	643	NA
"52908"	"ENSG00000273484.1"	300	NA
"52909"	"ENSG00000273485.1"	657	NA
"52910"	"ENSG00000273486.1"	1684	NA
"52911"	"ENSG00000273487.1"	1293	NA
"52912"	"ENSG00000273489.1"	3731	NA
"52913"	"ENSG00000273492.5"	2044	NA
"52914"	"ENSG00000273493.1"	154	NA
"52915"	"ENSG00000273497.1"	194	NA
"52916"	"ENSG00000273499.1"	128	NA
"52917"	"ENSG00000273500.1"	109	MIR6129
"52918"	"ENSG00000273507.4"	1099	NA
"52919"	"ENSG00000273509.1"	906	NA
"52920"	"ENSG00000273512.1"	275	NA
"52921"	"ENSG00000273513.1"	2116	c("TBC1D3K", "TBC1D3E")
"52922"	"ENSG00000273514.1"	2034	FOXD4L6
"52923"	"ENSG00000273515.1"	187	NA
"52924"	"ENSG00000273516.1"	146	NA
"52925"	"ENSG00000273520.4"	2281	NA
"52926"	"ENSG00000273521.1"	1098	NA
"52927"	"ENSG00000273523.1"	3433	LOC101929657
"52928"	"ENSG00000273524.1"	258	NA
"52929"	"ENSG00000273536.1"	301	NA
"52930"	"ENSG00000273537.1"	100	NA
"52931"	"ENSG00000273540.2"	13593	AGBL1
"52932"	"ENSG00000273541.1"	342	NA
"52933"	"ENSG00000273542.1"	312	HIST1H4K
"52934"	"ENSG00000273544.1"	132	SNORA44
"52935"	"ENSG00000273547.1"	939	OR4F16
"52936"	"ENSG00000273549.1"	260	NA
"52937"	"ENSG00000273550.1"	635	NA
"52938"	"ENSG00000273551.1"	531	NA
"52939"	"ENSG00000273552.1"	862	NA
"52940"	"ENSG00000273553.1"	341	NA
"52941"	"ENSG00000273555.1"	64	MIR6812
"52942"	"ENSG00000273557.1"	335	NA
"52943"	"ENSG00000273558.1"	1837	NA
"52944"	"ENSG00000273559.4"	3848	CWC25
"52945"	"ENSG00000273565.1"	490	NA
"52946"	"ENSG00000273566.1"	280	NA
"52947"	"ENSG00000273567.1"	1288	NA
"52948"	"ENSG00000273568.1"	287	NA
"52949"	"ENSG00000273569.1"	1320	NA
"52950"	"ENSG00000273570.1"	126	NA
"52951"	"ENSG00000273571.1"	172	NA
"52952"	"ENSG00000273573.1"	280	NA
"52953"	"ENSG00000273576.1"	645	NA
"52954"	"ENSG00000273580.1"	682	NA
"52955"	"ENSG00000273582.1"	359	NA
"52956"	"ENSG00000273584.1"	552	NA
"52957"	"ENSG00000273585.1"	489	NA
"52958"	"ENSG00000273586.1"	927	NA
"52959"	"ENSG00000273587.1"	127	SNORA78
"52960"	"ENSG00000273588.1"	469	NA
"52961"	"ENSG00000273589.1"	297	NA
"52962"	"ENSG00000273590.4"	4324	SMIM11B
"52963"	"ENSG00000273591.1"	250	NA
"52964"	"ENSG00000273593.1"	52	MIR7160
"52965"	"ENSG00000273595.1"	722	NA
"52966"	"ENSG00000273596.1"	200	NA
"52967"	"ENSG00000273597.1"	1653	NA
"52968"	"ENSG00000273598.1"	621	NA
"52969"	"ENSG00000273599.1"	5428	NA
"52970"	"ENSG00000273600.1"	484	NA
"52971"	"ENSG00000273604.1"	3719	C17orf96
"52972"	"ENSG00000273606.1"	59	MIR6776
"52973"	"ENSG00000273609.1"	111	NA
"52974"	"ENSG00000273610.1"	297	NA
"52975"	"ENSG00000273611.4"	6687	ZNHIT3
"52976"	"ENSG00000273612.1"	58	NA
"52977"	"ENSG00000273613.1"	67	MIR6511A4
"52978"	"ENSG00000273614.1"	128	NA
"52979"	"ENSG00000273618.1"	1686	NA
"52980"	"ENSG00000273619.1"	668	NA
"52981"	"ENSG00000273621.1"	180	NA
"52982"	"ENSG00000273623.1"	152	NA
"52983"	"ENSG00000273627.1"	58	MIR4726
"52984"	"ENSG00000273628.1"	329	NA
"52985"	"ENSG00000273629.1"	62	NA
"52986"	"ENSG00000273634.1"	737	NA
"52987"	"ENSG00000273637.1"	2171	NA
"52988"	"ENSG00000273639.4"	636	NA
"52989"	"ENSG00000273640.1"	327	NA
"52990"	"ENSG00000273643.1"	3595	NA
"52991"	"ENSG00000273644.1"	446	NA
"52992"	"ENSG00000273648.1"	100	MIR8065
"52993"	"ENSG00000273650.1"	429	NA
"52994"	"ENSG00000273654.1"	1736	NA
"52995"	"ENSG00000273657.1"	67	MIR6792
"52996"	"ENSG00000273658.1"	182	NA
"52997"	"ENSG00000273659.1"	543	NA
"52998"	"ENSG00000273664.1"	424	NA
"52999"	"ENSG00000273668.1"	226	NA
"53000"	"ENSG00000273669.1"	663	NA
"53001"	"ENSG00000273674.4"	2669	NA
"53002"	"ENSG00000273675.1"	824	NA
"53003"	"ENSG00000273676.1"	481	NA
"53004"	"ENSG00000273677.1"	137	NA
"53005"	"ENSG00000273679.1"	1835	NA
"53006"	"ENSG00000273680.1"	651	NA
"53007"	"ENSG00000273682.1"	129	NA
"53008"	"ENSG00000273687.1"	332	NA
"53009"	"ENSG00000273691.1"	1049	NA
"53010"	"ENSG00000273692.1"	666	NA
"53011"	"ENSG00000273693.1"	586	NA
"53012"	"ENSG00000273694.1"	145	NA
"53013"	"ENSG00000273696.4"	998	CT45A7
"53014"	"ENSG00000273698.1"	265	NA
"53015"	"ENSG00000273700.1"	68	MIR6760
"53016"	"ENSG00000273701.1"	217	NA
"53017"	"ENSG00000273702.1"	1162	NA
"53018"	"ENSG00000273703.1"	381	HIST1H2BM
"53019"	"ENSG00000273704.1"	362	NA
"53020"	"ENSG00000273706.4"	4882	LHX1
"53021"	"ENSG00000273709.1"	191	NA
"53022"	"ENSG00000273710.1"	286	NA
"53023"	"ENSG00000273711.1"	164	NA
"53024"	"ENSG00000273712.1"	271	NA
"53025"	"ENSG00000273716.2"	78	NA
"53026"	"ENSG00000273717.1"	261	NA
"53027"	"ENSG00000273719.1"	418	NA
"53028"	"ENSG00000273720.1"	385	NA
"53029"	"ENSG00000273721.1"	187	NA
"53030"	"ENSG00000273723.1"	975	NA
"53031"	"ENSG00000273724.1"	337	NA
"53032"	"ENSG00000273725.1"	285	NA
"53033"	"ENSG00000273727.1"	162	NA
"53034"	"ENSG00000273729.1"	3487	NA
"53035"	"ENSG00000273731.1"	386	NA
"53036"	"ENSG00000273732.1"	503	NA
"53037"	"ENSG00000273733.1"	491	NA
"53038"	"ENSG00000273734.1"	1268	NA
"53039"	"ENSG00000273736.1"	407	NA
"53040"	"ENSG00000273742.1"	95	MIR6075
"53041"	"ENSG00000273744.1"	87	NA
"53042"	"ENSG00000273745.1"	60	MIR6870
"53043"	"ENSG00000273746.1"	1203	NA
"53044"	"ENSG00000273747.1"	688	NA
"53045"	"ENSG00000273749.4"	10414	CYFIP1
"53046"	"ENSG00000273750.1"	127	NA
"53047"	"ENSG00000273756.4"	1816	NA
"53048"	"ENSG00000273758.1"	63	MIR6790
"53049"	"ENSG00000273759.1"	677	NA
"53050"	"ENSG00000273760.1"	826	NA
"53051"	"ENSG00000273762.1"	456	NA
"53052"	"ENSG00000273763.1"	243	NA
"53053"	"ENSG00000273765.1"	458	NA
"53054"	"ENSG00000273767.1"	76	NA
"53055"	"ENSG00000273768.1"	164	NA
"53056"	"ENSG00000273769.5"	1392	LCA10
"53057"	"ENSG00000273771.1"	2797	NA
"53058"	"ENSG00000273773.1"	76	NA
"53059"	"ENSG00000273776.1"	89	MIR6126
"53060"	"ENSG00000273777.4"	2193	CEACAM20
"53061"	"ENSG00000273778.1"	87	MIR6765
"53062"	"ENSG00000273782.1"	75	NA
"53063"	"ENSG00000273783.1"	1130	LOC101928504
"53064"	"ENSG00000273784.4"	985	NA
"53065"	"ENSG00000273786.1"	684	NA
"53066"	"ENSG00000273788.1"	216	NA
"53067"	"ENSG00000273791.1"	555	NA
"53068"	"ENSG00000273792.1"	1312	NA
"53069"	"ENSG00000273796.1"	561	NA
"53070"	"ENSG00000273797.1"	527	NA
"53071"	"ENSG00000273800.1"	112	NA
"53072"	"ENSG00000273802.2"	1534	HIST1H2BG
"53073"	"ENSG00000273804.1"	109	NA
"53074"	"ENSG00000273805.1"	1315	NA
"53075"	"ENSG00000273806.1"	109	NA
"53076"	"ENSG00000273812.1"	625	NA
"53077"	"ENSG00000273813.1"	283	NA
"53078"	"ENSG00000273816.1"	232	NA
"53079"	"ENSG00000273818.1"	237	NA
"53080"	"ENSG00000273819.1"	1102	NA
"53081"	"ENSG00000273820.1"	2618	USP27X
"53082"	"ENSG00000273821.1"	462	NA
"53083"	"ENSG00000273824.1"	1407	NA
"53084"	"ENSG00000273825.1"	1892	NA
"53085"	"ENSG00000273828.1"	594	NA
"53086"	"ENSG00000273829.1"	288	NA
"53087"	"ENSG00000273830.1"	79	MIR7843
"53088"	"ENSG00000273835.1"	82	SNORD115-13
"53089"	"ENSG00000273836.1"	65	MIR6842
"53090"	"ENSG00000273837.1"	454	NA
"53091"	"ENSG00000273838.1"	530	NA
"53092"	"ENSG00000273840.1"	3336	NA
"53093"	"ENSG00000273841.4"	2577	TAF9
"53094"	"ENSG00000273844.1"	177	NA
"53095"	"ENSG00000273846.1"	320	NA
"53096"	"ENSG00000273849.1"	481	NA
"53097"	"ENSG00000273851.1"	1947	NA
"53098"	"ENSG00000273853.1"	543	NA
"53099"	"ENSG00000273855.1"	442	NA
"53100"	"ENSG00000273858.1"	222	NA
"53101"	"ENSG00000273860.1"	252	NA
"53102"	"ENSG00000273863.1"	713	NA
"53103"	"ENSG00000273866.1"	254	NA
"53104"	"ENSG00000273870.1"	179	NA
"53105"	"ENSG00000273872.1"	289	NA
"53106"	"ENSG00000273874.1"	68	MIR6859-2
"53107"	"ENSG00000273876.1"	315	NA
"53108"	"ENSG00000273877.4"	1232	LOC105373373
"53109"	"ENSG00000273882.1"	78	MIR8066
"53110"	"ENSG00000273885.1"	70	NA
"53111"	"ENSG00000273886.1"	271	NA
"53112"	"ENSG00000273888.1"	2229	FRMD6-AS1
"53113"	"ENSG00000273890.1"	484	NA
"53114"	"ENSG00000273891.1"	1937	NA
"53115"	"ENSG00000273893.1"	700	NA
"53116"	"ENSG00000273894.1"	966	NA
"53117"	"ENSG00000273897.1"	715	NA
"53118"	"ENSG00000273898.1"	67	MIR6798
"53119"	"ENSG00000273899.4"	3589	NOL12
"53120"	"ENSG00000273900.1"	228	NA
"53121"	"ENSG00000273901.1"	633	NA
"53122"	"ENSG00000273903.1"	366	NA
"53123"	"ENSG00000273904.1"	125	NA
"53124"	"ENSG00000273906.1"	2110	NA
"53125"	"ENSG00000273907.1"	834	NA
"53126"	"ENSG00000273908.1"	294	NA
"53127"	"ENSG00000273912.1"	68	MIR8068
"53128"	"ENSG00000273913.1"	282	NA
"53129"	"ENSG00000273919.1"	1857	NA
"53130"	"ENSG00000273920.1"	543	NA
"53131"	"ENSG00000273923.1"	539	NA
"53132"	"ENSG00000273925.1"	526	NA
"53133"	"ENSG00000273927.1"	102	NA
"53134"	"ENSG00000273932.1"	64	MIR6877
"53135"	"ENSG00000273933.1"	845	NA
"53136"	"ENSG00000273940.1"	284	NA
"53137"	"ENSG00000273942.1"	136	NA
"53138"	"ENSG00000273945.1"	74	MIR6853
"53139"	"ENSG00000273946.1"	329	NA
"53140"	"ENSG00000273948.1"	157	NA
"53141"	"ENSG00000273950.1"	258	NA
"53142"	"ENSG00000273951.1"	655	NA
"53143"	"ENSG00000273956.1"	431	NA
"53144"	"ENSG00000273957.1"	762	NA
"53145"	"ENSG00000273958.1"	434	NA
"53146"	"ENSG00000273961.1"	98	NA
"53147"	"ENSG00000273962.1"	320	NA
"53148"	"ENSG00000273963.1"	1040	NA
"53149"	"ENSG00000273964.1"	90	NA
"53150"	"ENSG00000273965.1"	293	NA
"53151"	"ENSG00000273966.1"	90	NA
"53152"	"ENSG00000273971.1"	342	NA
"53153"	"ENSG00000273972.1"	544	NA
"53154"	"ENSG00000273973.1"	560	NA
"53155"	"ENSG00000273974.1"	94	NA
"53156"	"ENSG00000273975.1"	348	NA
"53157"	"ENSG00000273976.1"	2620	c("GOLGA6L1", "LOC645202", "LOC102723623")
"53158"	"ENSG00000273978.1"	1007	NA
"53159"	"ENSG00000273979.1"	271	NA
"53160"	"ENSG00000273980.1"	408	NA
"53161"	"ENSG00000273981.1"	290	NA
"53162"	"ENSG00000273982.1"	393	NA
"53163"	"ENSG00000273983.1"	2411	HIST1H3G
"53164"	"ENSG00000273986.1"	294	NA
"53165"	"ENSG00000273987.1"	689	NA
"53166"	"ENSG00000273988.1"	367	NA
"53167"	"ENSG00000273989.1"	602	NA
"53168"	"ENSG00000273994.1"	477	NA
"53169"	"ENSG00000273997.1"	294	NA
"53170"	"ENSG00000273998.1"	774	NA
"53171"	"ENSG00000273999.1"	1405	NA
"53172"	"ENSG00000274001.1"	449	NA
"53173"	"ENSG00000274002.1"	812	NA
"53174"	"ENSG00000274004.1"	115	NA
"53175"	"ENSG00000274006.1"	213	NA
"53176"	"ENSG00000274008.1"	299	NA
"53177"	"ENSG00000274010.1"	1158	NA
"53178"	"ENSG00000274011.1"	251	NA
"53179"	"ENSG00000274012.1"	300	RN7SL2
"53180"	"ENSG00000274015.1"	554	NA
"53181"	"ENSG00000274017.1"	279	NA
"53182"	"ENSG00000274019.1"	522	NA
"53183"	"ENSG00000274020.1"	3938	LINC01138
"53184"	"ENSG00000274021.1"	2257	NA
"53185"	"ENSG00000274022.1"	524	NA
"53186"	"ENSG00000274023.1"	561	NA
"53187"	"ENSG00000274024.1"	1136	NA
"53188"	"ENSG00000274025.1"	65	MIR3670-4
"53189"	"ENSG00000274026.1"	1593	FAM27E3
"53190"	"ENSG00000274028.1"	506	NA
"53191"	"ENSG00000274029.1"	651	NA
"53192"	"ENSG00000274031.1"	521	NA
"53193"	"ENSG00000274033.1"	129	NA
"53194"	"ENSG00000274034.1"	56	MIR6813
"53195"	"ENSG00000274038.1"	479	NA
"53196"	"ENSG00000274044.4"	4606	LOC729461
"53197"	"ENSG00000274046.1"	101	NA
"53198"	"ENSG00000274049.4"	2040	INO80B-WBP1
"53199"	"ENSG00000274051.1"	181	NA
"53200"	"ENSG00000274052.1"	464	NA
"53201"	"ENSG00000274054.1"	55	MIR4727
"53202"	"ENSG00000274055.1"	144	NA
"53203"	"ENSG00000274056.1"	70	MIR6507
"53204"	"ENSG00000274059.1"	84	NA
"53205"	"ENSG00000274060.1"	92	MIR6724-2
"53206"	"ENSG00000274062.1"	191	NA
"53207"	"ENSG00000274064.1"	1282	NA
"53208"	"ENSG00000274066.1"	70	MIR6514
"53209"	"ENSG00000274067.1"	1038	NA
"53210"	"ENSG00000274068.1"	557	NA
"53211"	"ENSG00000274070.1"	1363	GATSL2
"53212"	"ENSG00000274072.1"	57	NA
"53213"	"ENSG00000274075.1"	176	NA
"53214"	"ENSG00000274076.1"	291	NA
"53215"	"ENSG00000274079.1"	283	NA
"53216"	"ENSG00000274080.1"	2241	NA
"53217"	"ENSG00000274086.1"	127	NA
"53218"	"ENSG00000274090.1"	809	NA
"53219"	"ENSG00000274091.1"	78	SNORD1C
"53220"	"ENSG00000274092.1"	715	NA
"53221"	"ENSG00000274093.1"	431	NA
"53222"	"ENSG00000274097.1"	107	NA
"53223"	"ENSG00000274098.1"	284	NA
"53224"	"ENSG00000274099.1"	2181	NA
"53225"	"ENSG00000274100.1"	211	NA
"53226"	"ENSG00000274102.1"	1133	OR4M2
"53227"	"ENSG00000274104.1"	540	NA
"53228"	"ENSG00000274105.1"	856	NA
"53229"	"ENSG00000274111.1"	66	MIR6777
"53230"	"ENSG00000274114.2"	4151	NA
"53231"	"ENSG00000274115.1"	97	MIR6081
"53232"	"ENSG00000274116.1"	347	NA
"53233"	"ENSG00000274118.1"	103	NA
"53234"	"ENSG00000274121.1"	205	NA
"53235"	"ENSG00000274124.1"	312	NA
"53236"	"ENSG00000274127.1"	155	NA
"53237"	"ENSG00000274128.1"	408	NA
"53238"	"ENSG00000274133.1"	514	NA
"53239"	"ENSG00000274134.1"	70	MIR6774
"53240"	"ENSG00000274135.1"	272	NA
"53241"	"ENSG00000274139.1"	516	NA
"53242"	"ENSG00000274149.1"	268	NA
"53243"	"ENSG00000274150.1"	1446	NA
"53244"	"ENSG00000274154.1"	108	NA
"53245"	"ENSG00000274156.1"	523	NA
"53246"	"ENSG00000274157.1"	229	NA
"53247"	"ENSG00000274159.1"	366	NA
"53248"	"ENSG00000274162.1"	511	NA
"53249"	"ENSG00000274164.1"	124	NA
"53250"	"ENSG00000274167.4"	563	NA
"53251"	"ENSG00000274168.1"	280	NA
"53252"	"ENSG00000274170.1"	71	NA
"53253"	"ENSG00000274172.1"	65	MIR8071-1
"53254"	"ENSG00000274173.1"	1144	NA
"53255"	"ENSG00000274177.1"	440	NA
"53256"	"ENSG00000274178.2"	1450	NA
"53257"	"ENSG00000274180.1"	4931	NATD1
"53258"	"ENSG00000274181.1"	1444	NA
"53259"	"ENSG00000274183.1"	587	H2AFB1
"53260"	"ENSG00000274184.1"	2021	NA
"53261"	"ENSG00000274186.1"	329	NA
"53262"	"ENSG00000274191.1"	544	NA
"53263"	"ENSG00000274196.4"	827	c("FAM197Y2P", "FAM197Y5P")
"53264"	"ENSG00000274197.1"	85	NA
"53265"	"ENSG00000274198.1"	286	NA
"53266"	"ENSG00000274199.1"	120	NA
"53267"	"ENSG00000274204.1"	668	NA
"53268"	"ENSG00000274206.1"	281	NA
"53269"	"ENSG00000274209.4"	3101	ANTXRL
"53270"	"ENSG00000274210.1"	165	NA
"53271"	"ENSG00000274211.4"	8621	SOCS7
"53272"	"ENSG00000274212.1"	234	NA
"53273"	"ENSG00000274213.1"	348	NA
"53274"	"ENSG00000274214.1"	528	NA
"53275"	"ENSG00000274215.1"	607	NA
"53276"	"ENSG00000274216.1"	282	NA
"53277"	"ENSG00000274219.1"	908	NA
"53278"	"ENSG00000274220.1"	2557	NA
"53279"	"ENSG00000274225.1"	644	NA
"53280"	"ENSG00000274226.5"	2065	TBC1D3H
"53281"	"ENSG00000274227.1"	627	NA
"53282"	"ENSG00000274228.1"	136	NA
"53283"	"ENSG00000274230.1"	109	NA
"53284"	"ENSG00000274231.1"	243	NA
"53285"	"ENSG00000274234.1"	259	NA
"53286"	"ENSG00000274235.1"	766	NA
"53287"	"ENSG00000274238.1"	514	NA
"53288"	"ENSG00000274242.1"	387	NA
"53289"	"ENSG00000274244.1"	607	NA
"53290"	"ENSG00000274245.1"	694	NA
"53291"	"ENSG00000274248.1"	465	NA
"53292"	"ENSG00000274251.1"	527	NA
"53293"	"ENSG00000274252.1"	968	GGT2
"53294"	"ENSG00000274253.4"	1640	LOC283683
